Pos
SG							
C									
PF									
SF									
PF									
SG									
SG									
PG									
PG									
PG									
PF									
PF									
C									
SF									
PF									
SF									
C									
PG									
SF									
PF-C									
PF									 
C									
C									
PG									
PF									
PG									
PG									
C									
SF									
SF									
PG									
PG									
PG									
PF									
SF									
C									
PF									
C									
SG									
SF									
SG									
PF									
PG									
SG									
SG									
SG									
SG									
SG									
SF									
PG									
C									
PG									
PF									
PG									
PG									
PG									
PF									
SF									
C									
PF									
PF									
PF									
C									
SF									
PG									
PF									
SG									
SG									
SG									
SG									
C									
C									
C									
PF									
PG									
PG									
PG									
PG									
SF									
SG									
SG									
SG									
C									
SG									
SG									
SF									
SF-SG									
SF									
SG									
SF									
C									
PG									
PG									
PF-C									
PF									
C									
PF									
SG									
SF									
SG									
PG									
SG									
SF									
PG									
C									
SG									
PF									
C									
C									
SG									
PG									
C									
PG									
PG									
PF									
SG									
SG									
PF									
C									
PG									
PG									
C									
C									
SF									
PG									
PF									
PF									
SF									
SF									
SF									
SF									
SG									
PF									
SG									
PG									
PG									
PG									
C									
PG									
PF									
PF									
PF									
PG									
SF									
PG									
SF									
PG									
C									
SF									
SF									
SG									
SG									
C									
C									
C									
SF									
PF									
SG									
PG									
PG									
SG									
C									
SF									
SF									
SF									
PG									
PG									
PG									
C									
PG									
C									
C									
PG									
SF									
SG									
PF									
C									
C									
SF									
SG									
SF									
PG									
PF									
SF									
SF									
SF									
SF									
SG									
SF									
C-PF									
C									
PF									
SG									
SG									
C									
SF									
SG									
SF									
C									
C									
C									
SG									
PF									
SG									
SF									
SF									
C									
SG									
SF									
SG									
PF									
SG									
PF									
PG									
PF									
PF									
PF									
PG									
PG									
PG									
PF									
SF									
C									
C									
SF									
C									
C									
C									
SG									
SG									
C									
PF									
C									
PG									
SF									
PF									
PF									
PF									
SG									
PG									
C									
C									
PG-SG									
PG									
SG									
C									
SF									
SF									
SF									
C									
PG									
PG									
PG									
SG									
SG									
SG									
PF									
PF									
PF									
C									
PG									
SF									
C									
PF									
SF									
C									
C									
PF									
SG-PG									
PG									
SG									
SG									
SG									
SG									
PG									
PG									
PG									
PG									
PG									
PF									
PF									
PF									
SG-PF									
PF									
SG									
SF									
PG									
PF									
PF									
PF									
C									
SG									
C									
SF									
PF-SF									
PF									
SF									
PG									
PF									
PF									
PF									
PG									
PF									
SG									
SF									
PF									
SF									
C									
C									
C									
SF									
SF-SG									
SG									
SF									
PG									
SF									
SG									
C									
C									
SG									
PF									
PF									
PF									
SF									
SF									
SF									
PG									
PG									
PG									
PG									
PG									
SG									
C									
PF									
PG									
PG									
PG									
C									
C									
PF									
PG									
PF									
C									
C									
SF									
C									
SF									
SF									
SF									
PF									
SG									
SG									
SG									
SF									
SG									
SG									
C									
C									
PG									
PG									
PG									
SG									
PF									
PF									
C									
SG									
SG									
SG									
SF									
SF									
SF									
C									
SG									
SG									
SG									
PF									
PF									
PF									
SF									
C									
C									
C									
PG									
C									
SG									
PG									
PF									
C									
SF									
C									
PF									
SF									
SG									
PF									
PF									
SG									
SG									
SG									
PF									
PF									
PF									
PG									
PG									
C									
C									
SF									
SF									
PF									
C									
C									
C									
C									
C									
PF									
C									
C									
PG									
SF									
SF									
SF									
C									
PG									
SG									
PG									
PG									
SF									
C									
C									
SG									
C									
SF									
SF									
SF									
SF									
PF									
PG									
PG									
SF									
C									
PG									
PF									
PF									
PF									
C									
PF									
PF									
PF									
PF									
C									
C									
C									
SG									
SG									
PF									
SG									
SF									
PG									
PG									
PG									
PG									
PG									
PG									
PG									
PG									
PG									
SF-SG									
SF									
SG									
SG									
SG									
SG									
SG									
SG									
SG									
PF									
PF									
SG									
PG									
PF									
PF-SF									
SF									
PF									
PF									
PF									
SG									
PF									
PF									
PF									
C									
C									
SG									
SG									
SG									
SG									
SF									
PF									
PG									
SF									
SG									
PG									
PG									
PG									
PG									
SG									
SG									
SG									
SG									
SG									
C									
C									
PF									
C									
SF									
PF-C									
PF									
C									
C									
SF									
SF									
SF									
SG									
PG									
PF									
PF									
PF									
SF									
SF									
SF									
C									
SF									
SG									
PG									
PG									
PF									
PF									
SG									
SG									
SG-SF									
SF									
SG									
C									
SF									
C									
SF									
PF									
PF									
PF									
PG									
PG									
SG									
SF									
SG									
PF									
SG									
SG									
PG									
PF									
PF									
SF									
PG									
PG									
PG									
PG									
PG									
PG									
SF									
PG									
SF									
PF									
PF									
SF									
SF									
SF									
SF									
SF									
SG									
SF									
PF									
PF									
SG									
SG									
C									
C									
C									
C									
C									
PF									
PF									
SG									
SG									
SF									
PF									
C									
PF									
PF									
PF									
SF									
PF									
SF									
SF									
SF									
C									
PG									
PG									
PG									
SF									
C									
C									
C									
PG									
PG									
PG									
PF									
C									
PG									
SF									
SF									
SF									
SF									
PG									
SG									
PG									
C									
SF									
C									
C									
C									
C									
PF									
C									
SF									
SF									
SF									
SF									
PG									
PG									
PG									
